country,central_bank,wikipedia_bank_url,source_type,source_label,role,governor_name,start_date,end_date,row_data
Cambodia,National Bank of Cambodia,https://en.wikipedia.org/wiki/National_Bank_of_Cambodia,wikitable,List of governors | No. Name Term | Board of directors,Governor,Sok Chhong,1972,1974,"{'No.': '4', 'Name': 'Sok Chhong', 'Term': '1972\xa0– 1974'}"
Cambodia,National Bank of Cambodia,https://en.wikipedia.org/wiki/National_Bank_of_Cambodia,wikitable,List of governors | No. Name Term | Board of directors,Governor,Kem Nguon Trach,1974,1975,"{'No.': '5', 'Name': 'Kem Nguon Trach', 'Term': '1974\xa0– 1975'}"
Cambodia,National Bank of Cambodia,https://en.wikipedia.org/wiki/National_Bank_of_Cambodia,wikitable,List of governors | No. Name Term | Board of directors,Governor,disestablished (1975 – 1979),disestablished (1975,1979),"{'No.': 'disestablished (1975\xa0– 1979)', 'Name': 'disestablished (1975\xa0– 1979)', 'Term': 'disestablished (1975\xa0– 1979)'}"
Cambodia,National Bank of Cambodia,https://en.wikipedia.org/wiki/National_Bank_of_Cambodia,wikitable,List of governors | No. Name Term | Board of directors,Governor,Chan Phin,1979,1981,"{'No.': '6', 'Name': 'Chan Phin', 'Term': '1979\xa0– 1981[17]'}"
Cambodia,National Bank of Cambodia,https://en.wikipedia.org/wiki/National_Bank_of_Cambodia,wikitable,List of governors | No. Name Term | Board of directors,Governor,Cha Rieng,1981,1993,"{'No.': '7', 'Name': 'Cha Rieng', 'Term': '1981\xa0– 1993'}"
Cambodia,National Bank of Cambodia,https://en.wikipedia.org/wiki/National_Bank_of_Cambodia,wikitable,List of governors | No. Name Term | Board of directors,Governor,Thor Peng Leath,1993,1998,"{'No.': '8', 'Name': 'Thor Peng Leath', 'Term': '1993\xa0– 1998[18]'}"
Cambodia,National Bank of Cambodia,https://en.wikipedia.org/wiki/National_Bank_of_Cambodia,wikitable,List of governors | No. Name Term | Board of directors,Governor,Chea Chanto,1998,2023,"{'No.': '9', 'Name': 'Chea Chanto', 'Term': '1998\xa0– 2023[18]'}"
Cambodia,National Bank of Cambodia,https://en.wikipedia.org/wiki/National_Bank_of_Cambodia,wikitable,List of governors | No. Name Term | Board of directors,Governor,Chea Serey,2023,present,"{'No.': '10', 'Name': 'Chea Serey', 'Term': '2023\xa0– present[19]'}"
Cameroon,Bank of Central African States,https://en.wikipedia.org/wiki/Bank_of_Central_African_States,infobox,Governor,Governor,Yvon Sana Bangui,,,{'Governor': 'Yvon Sana Bangui [ 1 ]'}
Canada,Bank of Canada,https://en.wikipedia.org/wiki/Bank_of_Canada,wikitable,List of governors | No. Name Term | Governor,Governor,Graham Towers,1934,1954,"{'No.': '1', 'Name': 'Graham Towers', 'Term': '1934\xa0– 1954'}"
Canada,Bank of Canada,https://en.wikipedia.org/wiki/Bank_of_Canada,wikitable,List of governors | No. Name Term | Governor,Governor,James Coyne,1955,1961,"{'No.': '2', 'Name': 'James Coyne', 'Term': '1955\xa0– 1961'}"
Canada,Bank of Canada,https://en.wikipedia.org/wiki/Bank_of_Canada,wikitable,List of governors | No. Name Term | Governor,Governor,Louis Rasminsky,1961,1973,"{'No.': '3', 'Name': 'Louis Rasminsky', 'Term': '1961\xa0– 1973'}"
Canada,Bank of Canada,https://en.wikipedia.org/wiki/Bank_of_Canada,wikitable,List of governors | No. Name Term | Governor,Governor,Gerald Bouey,1973,1987,"{'No.': '4', 'Name': 'Gerald Bouey', 'Term': '1973\xa0– 1987'}"
Canada,Bank of Canada,https://en.wikipedia.org/wiki/Bank_of_Canada,wikitable,List of governors | No. Name Term | Governor,Governor,John Crow,1987,1994,"{'No.': '5', 'Name': 'John Crow', 'Term': '1987\xa0– 1994'}"
Canada,Bank of Canada,https://en.wikipedia.org/wiki/Bank_of_Canada,wikitable,List of governors | No. Name Term | Governor,Governor,Gordon Thiessen,1994,2001,"{'No.': '6', 'Name': 'Gordon Thiessen', 'Term': '1994\xa0– 2001'}"
Canada,Bank of Canada,https://en.wikipedia.org/wiki/Bank_of_Canada,wikitable,List of governors | No. Name Term | Governor,Governor,David A. Dodge,2001,2008,"{'No.': '7', 'Name': 'David A. Dodge', 'Term': '2001\xa0– 2008'}"
Canada,Bank of Canada,https://en.wikipedia.org/wiki/Bank_of_Canada,wikitable,List of governors | No. Name Term | Governor,Governor,Mark Carney,2008,2013,"{'No.': '8', 'Name': 'Mark Carney', 'Term': '2008\xa0– 2013'}"
Canada,Bank of Canada,https://en.wikipedia.org/wiki/Bank_of_Canada,wikitable,List of governors | No. Name Term | Governor,Governor,Stephen S. Poloz,2013,2020,"{'No.': '9', 'Name': 'Stephen S. Poloz', 'Term': '2013\xa0– 2020'}"
Canada,Bank of Canada,https://en.wikipedia.org/wiki/Bank_of_Canada,wikitable,List of governors | No. Name Term | Governor,Governor,Tiff Macklem,2020,Incumbent,"{'No.': '10', 'Name': 'Tiff Macklem', 'Term': '2020\xa0– Incumbent'}"
Cape Verde,Bank of Cape Verde,https://en.wikipedia.org/wiki/Bank_of_Cape_Verde,infobox,Governor,Governor,Óscar Humberto Évora Santos,,,{'Governor': 'Óscar Humberto Évora Santos'}
Cayman Islands,Cayman Islands Monetary Authority,https://en.wikipedia.org/wiki/Cayman_Islands_Monetary_Authority,infobox,Chairman,Chair,Grant Stein,,,{'Chairman [ 1 ]': 'Grant Stein'}
Central African Republic,Bank of Central African States,https://en.wikipedia.org/wiki/Bank_of_Central_African_States,infobox,Governor,Governor,Yvon Sana Bangui,,,{'Governor': 'Yvon Sana Bangui [ 1 ]'}
Chad,Bank of Central African States,https://en.wikipedia.org/wiki/Bank_of_Central_African_States,infobox,Governor,Governor,Yvon Sana Bangui,,,{'Governor': 'Yvon Sana Bangui [ 1 ]'}
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Ismael Tocornal Tocornal,1926,"† October 6, 1929","{'Name': 'Ismael Tocornal Tocornal', 'Entered office': '1926', 'Exited office': '† October 6, 1929', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Emiliano Figueroa,1929,1931,"{'Name': 'Emiliano Figueroa', 'Entered office': '1929', 'Exited office': '1931', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Francisco Garcés Gana,1931,1932,"{'Name': 'Francisco Garcés Gana', 'Entered office': '1931', 'Exited office': '1932', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Armando Jaramillo Valderrama,1932,1933,"{'Name': 'Armando Jaramillo Valderrama', 'Entered office': '1932', 'Exited office': '1933', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Guillermo Subercaseaux Pérez,1933,1939,"{'Name': 'Guillermo Subercaseaux Pérez', 'Entered office': '1933', 'Exited office': '1939', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Marcial Mora Miranda,1939,1940,"{'Name': 'Marcial Mora Miranda', 'Entered office': '1939', 'Exited office': '1940', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Enrique Oyarzún Mondaca,1940,1946,"{'Name': 'Enrique Oyarzún Mondaca', 'Entered office': '1940', 'Exited office': '1946', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Manuel Trucco Franzani,1946,1951,"{'Name': 'Manuel Trucco Franzani', 'Entered office': '1946', 'Exited office': '1951', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Arturo Maschke Tornero,1953,1959,"{'Name': 'Arturo Maschke Tornero', 'Entered office': '1953', 'Exited office': '1959', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Eduardo Figueroa Geisse,1959,1961,"{'Name': 'Eduardo Figueroa Geisse', 'Entered office': '1959', 'Exited office': '1961', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Luis Mackenna Shiell,1962,1964,"{'Name': 'Luis Mackenna Shiell', 'Entered office': '1962', 'Exited office': '1964', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Sergio Molina Silva,1964,1967,"{'Name': 'Sergio Molina Silva', 'Entered office': '1964', 'Exited office': '1967', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Carlos Massad Abud,1967,1970,"{'Name': 'Carlos Massad Abud', 'Entered office': '1967', 'Exited office': '1970', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Alfonso Inostroza Cuevas,1970,1973,"{'Name': 'Alfonso Inostroza Cuevas', 'Entered office': '1970', 'Exited office': '1973', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Carlos Matus Romo,"June 2, 1973","September 10, 1973","{'Name': 'Carlos Matus Romo', 'Entered office': 'June 2, 1973', 'Exited office': 'September 10, 1973', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Eduardo Cano Quijada,1973,1975,"{'Name': 'Eduardo Cano Quijada', 'Entered office': '1973', 'Exited office': '1975', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Pablo Baraona Urzúa,1975,1976,"{'Name': 'Pablo Baraona Urzúa', 'Entered office': '1975', 'Exited office': '1976', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Alvaro Bardón Muñoz,1977,1981,"{'Name': 'Alvaro Bardón Muñoz', 'Entered office': '1977', 'Exited office': '1981', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Sergio de la Cuadra Fabres,1981,1982,"{'Name': 'Sergio de la Cuadra Fabres', 'Entered office': '1981', 'Exited office': '1982', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Miguel Kast Rist,"April 23, 1982","September 2, 1982","{'Name': 'Miguel Kast Rist', 'Entered office': 'April 23, 1982', 'Exited office': 'September 2, 1982', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Carlos Cáceres Contreras,"September 3, 1982",1983,"{'Name': 'Carlos Cáceres Contreras', 'Entered office': 'September 3, 1982', 'Exited office': '1983', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Hernán Felipe Errázuriz Correa,1983,1984,"{'Name': 'Hernán Felipe Errázuriz Correa', 'Entered office': '1983', 'Exited office': '1984', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Francisco Ibáñez Barceló,1984,1985,"{'Name': 'Francisco Ibáñez Barceló', 'Entered office': '1984', 'Exited office': '1985', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Enrique Seguel Morel,1985,"April 3, 1989","{'Name': 'Enrique Seguel Morel', 'Entered office': '1985', 'Exited office': 'April 3, 1989', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Manuel Concha Martínez,"April 3, 1989","December 9, 1989","{'Name': 'Manuel Concha Martínez', 'Entered office': 'April 3, 1989', 'Exited office': 'December 9, 1989', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Andrés Bianchi Larre,"December 10, 1989","December 2, 1991","{'Name': 'Andrés Bianchi Larre', 'Entered office': 'December 10, 1989', 'Exited office': 'December 2, 1991', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Roberto Zahler Mayanz,"December 3, 1991","June 30, 1996","{'Name': 'Roberto Zahler Mayanz', 'Entered office': 'December 3, 1991', 'Exited office': 'June 30, 1996', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Carlos Massad Abud,"July 1, 1996",2003,"{'Name': 'Carlos Massad Abud', 'Entered office': 'July 1, 1996', 'Exited office': '2003', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Vittorio Corbo Lioi,2003,2007,"{'Name': 'Vittorio Corbo Lioi', 'Entered office': '2003', 'Exited office': '2007', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,José de Gregorio Rebeco,2007,2011,"{'Name': 'José de Gregorio Rebeco', 'Entered office': '2007', 'Exited office': '2011', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Rodrigo Vergara,2011,2016,"{'Name': 'Rodrigo Vergara', 'Entered office': '2011', 'Exited office': '2016', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Mario Marcel,2016,2022,"{'Name': 'Mario Marcel', 'Entered office': '2016', 'Exited office': '2022', 'Notes': '[9]'}"
Chile,Central Bank of Chile,https://en.wikipedia.org/wiki/Central_Bank_of_Chile,wikitable,Picture Name Entered office Exited office Notes | List of governors,Governor,Rosanna Costa,2022,Present day,"{'Name': 'Rosanna Costa', 'Entered office': '2022', 'Exited office': 'Present day', 'Notes': '[9]'}"
China,People's Bank of China,https://en.wikipedia.org/wiki/People%27s_Bank_of_China,infobox,Key people,,"Pan Gongsheng , Governor and CCP Committee Secretary",,,"{'Key people': 'Pan Gongsheng , Governor and CCP Committee Secretary'}"
Colombia,Bank of the Republic,https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia),wikitable,Governors of the Bank of the Republic | Name Term | Governors,Governor,José Joaquín Pérez,1923,1924,"{'Name': 'José Joaquín Pérez', 'Term': '1923 - 1924'}"
Colombia,Bank of the Republic,https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia),wikitable,Governors of the Bank of the Republic | Name Term | Governors,Governor,Félix Salazar Jaramillo,1924,1927,"{'Name': 'Félix Salazar Jaramillo', 'Term': '1924 - 1927'}"
Colombia,Bank of the Republic,https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia),wikitable,Governors of the Bank of the Republic | Name Term | Governors,Governor,Julio Caro,1927,1947,"{'Name': 'Julio Caro', 'Term': '1927 - 1947'}"
Colombia,Bank of the Republic,https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia),wikitable,Governors of the Bank of the Republic | Name Term | Governors,Governor,Luis Ángel Arango,1947,1957,"{'Name': 'Luis Ángel Arango', 'Term': '1947 - 1957'}"
Colombia,Bank of the Republic,https://en.wikipedia.org/wiki/Bank_of_the_Republic_(Colombia),wikitable,Governors of the Bank of the Republic | Name Term | Governors,Governor,Carlos Mario Londoño,1957,,"{'Name': 'Carlos Mario Londoño', 'Term': '1957'}"
