country;central_bank;wikipedia_bank_url;source_type;source_label;row_data
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '12', 'Portrait': 'nan', 'President': 'Fernando Milliet (born 1942)', 'Took office': '4 May 1987', 'Left office': '9 March 1988', 'Time in office': '310 days', 'Appointed by': 'José Sarney'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '13', 'Portrait': 'nan', 'President': 'Elmo de Araújo Camões (1927–2022)', 'Took office': '9 March 1988', 'Left office': '22 June 1989', 'Time in office': '1 year, 105 days', 'Appointed by': 'José Sarney'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '14', 'Portrait': 'nan', 'President': 'Wadico Waldir Bucchi (born 1951)', 'Took office': '22 June 1989', 'Left office': '15 March 1990', 'Time in office': '266 days', 'Appointed by': 'José Sarney'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '15', 'Portrait': 'nan', 'President': 'Ibrahim Eris (born 1944)', 'Took office': '15 March 1990', 'Left office': '17 May 1991', 'Time in office': '1 year, 63 days', 'Appointed by': 'Fernando Collor de Mello'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '16', 'Portrait': 'nan', 'President': 'Francisco Gros (1942–2010)', 'Took office': '17 May 1991', 'Left office': '13 November 1992', 'Time in office': '1 year, 180 days', 'Appointed by': 'Fernando Collor'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '17', 'Portrait': 'nan', 'President': 'Gustavo Loyola (born 1952)', 'Took office': '13 November 1992', 'Left office': '29 March 1993', 'Time in office': '136 days', 'Appointed by': 'Itamar Franco'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '18', 'Portrait': 'nan', 'President': 'Paulo César Ximenes (born 1943)', 'Took office': '29 March 1993', 'Left office': '9 September 1993', 'Time in office': '164 days', 'Appointed by': 'Itamar Franco'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '19', 'Portrait': 'nan', 'President': 'Pedro Malan (born 1943)', 'Took office': '9 September 1993', 'Left office': '1 January 1995', 'Time in office': '1 year, 114 days', 'Appointed by': 'Itamar Franco'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'Portrait': 'nan', 'President': 'Gustavo Franco (born 1956) Acting', 'Took office': '1 January 1995', 'Left office': '11 January 1995', 'Time in office': '10 days', 'Appointed by': 'Fernando Henrique Cardoso'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '20', 'Portrait': 'nan', 'President': 'Pérsio Arida (born 1952)', 'Took office': '11 January 1995', 'Left office': '13 June 1995', 'Time in office': '153 days', 'Appointed by': 'Fernando Henrique Cardoso'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '21', 'Portrait': 'nan', 'President': 'Gustavo Loyola (born 1952)', 'Took office': '13 June 1995', 'Left office': '20 August 1997', 'Time in office': '2 years, 68 days', 'Appointed by': 'Fernando Henrique Cardoso'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '22', 'Portrait': 'nan', 'President': 'Gustavo Franco (born 1956)', 'Took office': '20 August 1997', 'Left office': '4 March 1999', 'Time in office': '1 year, 196 days', 'Appointed by': 'Fernando Henrique Cardoso'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '23', 'Portrait': 'nan', 'President': 'Armínio Fraga (born 1957)', 'Took office': '4 March 1999', 'Left office': '1 January 2003', 'Time in office': '3 years, 303 days', 'Appointed by': 'Fernando Henrique Cardoso'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '24', 'Portrait': 'nan', 'President': 'Henrique Meirelles (born 1945)', 'Took office': '1 January 2003', 'Left office': '1 January 2011', 'Time in office': '8 years, 0 days', 'Appointed by': 'Luiz Inácio Lula da Silva'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '25', 'Portrait': 'nan', 'President': 'Alexandre Tombini (born 1963)', 'Took office': '1 January 2011', 'Left office': '9 June 2016', 'Time in office': '5 years, 160 days', 'Appointed by': 'Dilma Rousseff'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '26', 'Portrait': 'nan', 'President': 'Ilan Goldfajn (born 1966)', 'Took office': '9 June 2016', 'Left office': '27 February 2019', 'Time in office': '2 years, 263 days', 'Appointed by': 'Michel Temer'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Appointed by | Appointed by the Executive;{'No.': '27', 'Portrait': 'nan', 'President': 'Roberto Campos Neto (born 1969)', 'Took office': '28 February 2019', 'Left office': '1 January 2021', 'Time in office': '1 year, 308 days', 'Appointed by': 'Jair Bolsonaro'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Elected during | Under Autonomous Election;{'No.': '27', 'Portrait': 'nan', 'President': 'Roberto Campos Neto (born 1969)', 'Took office': '1 January 2021', 'Left office': '31 December 2024', 'Time in office': '3 years, 365 days', 'Elected during': 'Jair Bolsonaro'}
Brazil;Central Bank of Brazil;https://en.wikipedia.org/wiki/Central_Bank_of_Brazil;wikitable;No. Portrait President Took office Left office Time in office Elected during | Under Autonomous Election;{'No.': '28', 'Portrait': 'nan', 'President': 'Gabriel Galípolo (born 1982)', 'Took office': '1 January 2025', 'Left office': 'Incumbent', 'Time in office': '1 year, 119 days', 'Elected during': 'Luiz Inácio Lula da Silva'}
Brunei;Brunei Darussalam Central Bank;https://en.wikipedia.org/wiki/Brunei_Darussalam_Central_Bank;infobox;Chairman;{'Chairman': 'Khairuddin Abdul Hamid'}
Bulgaria;European Central Bank ( Bulgarian National Bank );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Burkina Faso;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;{'Governor': 'Jean-Claude Brou'}
Burundi;Bank of the Republic of Burundi;https://en.wikipedia.org/wiki/Bank_of_the_Republic_of_Burundi;infobox;Governor;{'Governor': 'Édouard Normand Bigendako'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': '1', 'Name': 'Son Sann', 'Term': '1955 – 1969'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': '2', 'Name': 'Touch Kim', 'Term': '1969 – 1970'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': '3', 'Name': 'Hing Kunthel', 'Term': '1970 – 1972'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': '4', 'Name': 'Sok Chhong', 'Term': '1972 – 1974'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': '5', 'Name': 'Kem Nguon Trach', 'Term': '1974 – 1975'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': 'disestablished (1975 – 1979)', 'Name': 'disestablished (1975 – 1979)', 'Term': 'disestablished (1975 – 1979)'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': '6', 'Name': 'Chan Phin', 'Term': '1979 – 1981'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': '7', 'Name': 'Cha Rieng', 'Term': '1981 – 1993'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': '8', 'Name': 'Thor Peng Leath', 'Term': '1993 – 1998'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': '9', 'Name': 'Chea Chanto', 'Term': '1998 – 2023'}
Cambodia;National Bank of Cambodia;https://en.wikipedia.org/wiki/National_Bank_of_Cambodia;wikitable;List of governors | No. Name Term | Board of directors;{'No.': '10', 'Name': 'Chea Serey', 'Term': '2023 – present'}
Cameroon;Bank of Central African States;https://en.wikipedia.org/wiki/Bank_of_Central_African_States;infobox;Governor;{'Governor': 'Yvon Sana Bangui'}
Canada;Bank of Canada;https://en.wikipedia.org/wiki/Bank_of_Canada;wikitable;List of governors | No. Name Term | Governor;{'No.': '1', 'Name': 'Graham Towers', 'Term': '1934 – 1954'}
Canada;Bank of Canada;https://en.wikipedia.org/wiki/Bank_of_Canada;wikitable;List of governors | No. Name Term | Governor;{'No.': '2', 'Name': 'James Coyne', 'Term': '1955 – 1961'}
Canada;Bank of Canada;https://en.wikipedia.org/wiki/Bank_of_Canada;wikitable;List of governors | No. Name Term | Governor;{'No.': '3', 'Name': 'Louis Rasminsky', 'Term': '1961 – 1973'}
Canada;Bank of Canada;https://en.wikipedia.org/wiki/Bank_of_Canada;wikitable;List of governors | No. Name Term | Governor;{'No.': '4', 'Name': 'Gerald Bouey', 'Term': '1973 – 1987'}
Canada;Bank of Canada;https://en.wikipedia.org/wiki/Bank_of_Canada;wikitable;List of governors | No. Name Term | Governor;{'No.': '5', 'Name': 'John Crow', 'Term': '1987 – 1994'}
Canada;Bank of Canada;https://en.wikipedia.org/wiki/Bank_of_Canada;wikitable;List of governors | No. Name Term | Governor;{'No.': '6', 'Name': 'Gordon Thiessen', 'Term': '1994 – 2001'}
Canada;Bank of Canada;https://en.wikipedia.org/wiki/Bank_of_Canada;wikitable;List of governors | No. Name Term | Governor;{'No.': '7', 'Name': 'David A. Dodge', 'Term': '2001 – 2008'}
Canada;Bank of Canada;https://en.wikipedia.org/wiki/Bank_of_Canada;wikitable;List of governors | No. Name Term | Governor;{'No.': '8', 'Name': 'Mark Carney', 'Term': '2008 – 2013'}
Canada;Bank of Canada;https://en.wikipedia.org/wiki/Bank_of_Canada;wikitable;List of governors | No. Name Term | Governor;{'No.': '9', 'Name': 'Stephen S. Poloz', 'Term': '2013 – 2020'}
Canada;Bank of Canada;https://en.wikipedia.org/wiki/Bank_of_Canada;wikitable;List of governors | No. Name Term | Governor;{'No.': '10', 'Name': 'Tiff Macklem', 'Term': '2020 – Incumbent'}
Cape Verde;Bank of Cape Verde;https://en.wikipedia.org/wiki/Bank_of_Cape_Verde;infobox;Governor;{'Governor': 'Óscar Humberto Évora Santos'}
Cayman Islands;Cayman Islands Monetary Authority;https://en.wikipedia.org/wiki/Cayman_Islands_Monetary_Authority;infobox;Chairman;{'Chairman': 'Grant Stein'}
Central African Republic;Bank of Central African States;https://en.wikipedia.org/wiki/Bank_of_Central_African_States;infobox;Governor;{'Governor': 'Yvon Sana Bangui'}
Chad;Bank of Central African States;https://en.wikipedia.org/wiki/Bank_of_Central_African_States;infobox;Governor;{'Governor': 'Yvon Sana Bangui'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Ismael Tocornal Tocornal', 'Entered office': '1926', 'Exited office': '† October 6, 1929'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Emiliano Figueroa', 'Entered office': '1929', 'Exited office': '1931'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Francisco Garcés Gana', 'Entered office': '1931', 'Exited office': '1932'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Armando Jaramillo Valderrama', 'Entered office': '1932', 'Exited office': '1933'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Guillermo Subercaseaux Pérez', 'Entered office': '1933', 'Exited office': '1939'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Marcial Mora Miranda', 'Entered office': '1939', 'Exited office': '1940'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Enrique Oyarzún Mondaca', 'Entered office': '1940', 'Exited office': '1946'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Manuel Trucco Franzani', 'Entered office': '1946', 'Exited office': '1951'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Arturo Maschke Tornero', 'Entered office': '1953', 'Exited office': '1959'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Eduardo Figueroa Geisse', 'Entered office': '1959', 'Exited office': '1961'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Luis Mackenna Shiell', 'Entered office': '1962', 'Exited office': '1964'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Sergio Molina Silva', 'Entered office': '1964', 'Exited office': '1967'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Carlos Massad Abud', 'Entered office': '1967', 'Exited office': '1970'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Alfonso Inostroza Cuevas', 'Entered office': '1970', 'Exited office': '1973'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Carlos Matus Romo', 'Entered office': 'June 2, 1973', 'Exited office': 'September 10, 1973'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Eduardo Cano Quijada', 'Entered office': '1973', 'Exited office': '1975'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Pablo Baraona Urzúa', 'Entered office': '1975', 'Exited office': '1976'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Alvaro Bardón Muñoz', 'Entered office': '1977', 'Exited office': '1981'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Sergio de la Cuadra Fabres', 'Entered office': '1981', 'Exited office': '1982'}
Chile;Central Bank of Chile;https://en.wikipedia.org/wiki/Central_Bank_of_Chile;wikitable;Picture Name Entered office Exited office Notes | List of governors;{'Picture': 'nan', 'Name': 'Miguel Kast Rist', 'Entered office': 'April 23, 1982', 'Exited office': 'September 2, 1982'}
